,id,label
0,DE601-ATFMM-001-5287dd8c-f277-11ea-823a-14187768146f-PBO_AVANT.jpg,0
1,DE601-ATGIJ-001-f038cf44-f2a5-11ea-823a-14187768146f-PBO_AVANT.jpg,0
2,DE601-AUBVN-001-2f533356-33c4-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
3,DE601-AUMHG-001-73a7c186-4ceb-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
4,DE601-AVPQB-001-22c71132-1910-11eb-9291-ac1f6bbd4684-PTO.jpg,1
5,DE601-AVQSO-001-ad19cf4e-179b-11eb-9291-ac1f6bbd4684-PTO.jpg,1
6,DE601-AVQSV-001-6a68a6ac-19d6-11eb-9291-ac1f6bbd4684-PTO.jpg,1
7,DE601-AVQUW-001-1a18b2ba-20f0-11eb-b789-ac1f6bbd4684-PTO.jpg,1
8,DE601-AVRAY-001-23497c8c-1916-11eb-9291-ac1f6bbd4684-PTO.jpg,1
9,DE601-AVRJJ-001-1dd748bf-211f-11eb-b789-ac1f6bbd4684-PTO.jpg,1
10,DE601-AVSHA-001-06fad41b-1933-11eb-9291-ac1f6bbd4684-PTO.jpg,1
11,DE601-AVSHO-001-11926608-193f-11eb-9291-ac1f6bbd4684-PTO.jpg,1
12,DE601-AVSID-001-15b5c76d-1916-11eb-9291-ac1f6bbd4684-PTO.jpg,1
13,DE601-AVSIO-001-d772e402-1912-11eb-9291-ac1f6bbd4684-PTO.jpg,1
14,DE601-AVSOC-001-894eaffd-1924-11eb-9291-ac1f6bbd4684-PTO.jpg,1
15,DE601-AVSPJ-001-aeafbf86-1943-11eb-9291-ac1f6bbd4684-PTO.jpg,1
16,DE601-AVTDE-001-42acaada-19ab-11eb-9291-ac1f6bbd4684-PTO.jpg,1
17,DE601-AVTEU-001-7af1f476-20f3-11eb-b789-ac1f6bbd4684-PTO.jpg,1
18,DE601-AVTLV-001-c6f81fe8-2c02-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
19,DE601-AVTRW-001-e725ea4c-210f-11eb-b789-ac1f6bbd4684-PTO.jpg,1
20,DE601-AVTSV-001-ff7fd8e9-20f4-11eb-b789-ac1f6bbd4684-PTO.jpg,1
21,DE601-AVTWV-001-400cc500-211d-11eb-b789-ac1f6bbd4684-PTO.jpg,1
22,DE601-AVUKJ-001-46ebff35-2111-11eb-b789-ac1f6bbd4684-PTO.jpg,1
23,DE601-AVVFU-001-e2718c8f-2107-11eb-b789-ac1f6bbd4684-PTO.jpg,1
24,DE601-AVYLP-001-49bb094f-2101-11eb-b789-ac1f6bbd4684-PTO.jpg,1
25,DE601-AWAJX-001-5b661f3e-2101-11eb-b789-ac1f6bbd4684-PTO.jpg,1
